BIOID,,COUNTRY NAME,TIME SPECIFIC COUNTRY NAME,COUNTRY ID,COUNTRY TEXT ID,COW COUNTRY ID,FNAME_ORIG,LNAME_ORIG,FNAME,LNAME,FullName,GOVTWIT,GOVTWIT_ID,PTWIT ,PTWIT_ID,OTWIT,OTWIT_ID,OTWIT_TYPE,OTWIT_2,OTWIT_ID_2,OTWIT_TYPE_2,OTWIT_3,OTWIT_ID_3,OTWIT_TYPE_3,OTWIT_4,OTWIT_ID_4,OTWIT_TYPE_4,OTWIT_5,OTWIT_ID_5,OTWIT_TYPE_5,OTWIT_6,OTWIT_ID_6,OTWIT_TYPE_6,OFFICE1,OFFICE1_LEVEL,OFFICE1_CONSTITUENCYLEVEL1,OFFICE1_CONSTITUENCYLEVEL2,OFFICE1_CONSTITUENCYLEVEL3,OFFICE1_CONSTITUENCYLEVEL4,OFFICE1_CONSTITUENCYLEVEL5,OFFICE1_TERRITORIAL,OFFICE1_RESERVED,OFFICE1_ELECTORALSYSTEM,OFFICE1_MAGNITUDE,OFFICE1_CLOSEDLIST,OFFICE1_LISTNUM,OFFICE1_ROUND,OFFICE1_MAXROUNDS,OFFICE1_TERMLENGTH,OFFICE1_ELECTION RESULT PRIMARY,OFFICE1_ASSUMED OFFICE,OFFICE1_RESULT DISCREPANCY,OFFICE2,OFFICE2_LEVEL,OFFICE2_CONSTITUENCYLEVEL1,OFFICE2_CONSTITUENCYLEVEL2,OFFICE2_CONSTITUENCYLEVEL3,OFFICE2_CONSTITUENCYLEVEL4,OFFICE2_CONSTITUENCYLEVEL5,OFFICE2_TERRITORIAL,OFFICE2_RESERVED,OFFICE2_ELECTORALSYSTEM,OFFICE2_MAGNITUDE,OFFICE2_CLOSEDLIST,OFFICE2_LISTNUM,OFFICE2_ROUND,OFFICE2_MAXROUNDS,OFFICE2_TERMLENGTH,OFFICE2_ELECTION RESULT,OFFICE2_ASSUMED OFFICE,OFFICE2_RESULT DISCREPANCY,INDEPENDENT,"PARTY NAME, ENGLISH","PARTY NAME, ORIGINAL",PARTY SHORT NAME,NUMERIC PARTY IDENTIFIER,PARTY FACTS ID,CMPCODE,CHES PARTY CODE,GPS PARTY CODE,"LIST NAME, ORIGINAL",OFFICE1_INCUMBENT,OFFICE2_INCUMBENT,YEAR-START,MONTH-START,DAY-START,YEAR-END,MONTH-END,DAY-END,GENDER,BIRTHDATE,EDUCATION,EDUCATION DISCIPLINE,ETHNICITY/RACE ,IMMIGRANT ,COUNTRY OF BIRTH,CURRENT PROFESSION,PRE-POLITICAL PROFESSION,OFFICE1_LAST CANDIDATE,OFFICE2_LAST CANDIDATE,LAST NATIONAL LEGISLATIVE CANDIDATE,PRIOR NATIONAL LEGISLATIVE CANDIDATE COUNT,PRIOR NATIONAL LEGISLATIVE CANDIDATE COUNT COMPLETE,LAST NATIONAL EXECUTIVE CANDIDATE,PRIOR NATIONAL EXECUTIVE CANDIDATE COUNT,PRIOR NATIONAL EXECUTIVE CANDIDATE COUNT COMPLETE,PRIOR HIGH PUBLIC OFFICE NAME 1,PRIOR HIGH PUBLIC OFFICE NAME ENGLISH 1,PRIOR HIGH PUBLIC OFFICE TYPE 1,PRIOR HIGH PUBLIC OFFICE LEVEL 1,PRIOR HIGH PUBLIC OFFICE START 1,PRIOR HIGH PUBLIC OFFICE END 1,PRIOR HIGH PUBLIC OFFICE 2..N,OTHER POLITICAL EXPERIENCE ,FEC_ID,EDUCATION DISCIPLINE GRADUATE,ETHNICITY,VETERAN,MODIFIED,COMMENTS,OFFICE1_ELECTION_RESULT_GENERAL,334
4705251,,United States of America,,,,,Ed,Jackson,Ed,Jackson,Ed Jackson,,,,,SenEdJackson,998761812031102976,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Tennessee,State Senate District 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4705271,,United States of America,,,,,Jack,Johnson,Jack,Johnson,Jack Johnson,,,,,SenJohnson,20400398,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Tennessee,State Senate District 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4705291,,United States of America,,,,,Raumesh,Akbari,Raumesh,Akbari,Raumesh Akbari,,,,,SenAkbari,2247763694,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Tennessee,State Senate District 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4705311,,United States of America,,,,,Ruby,Powell-Dennis,Ruby,Powell-Dennis,Ruby Powell-Dennis,,,RPowellDennis,2315877804,RPowellDennisTN,1210757976002220038,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Tennessee,State Senate District 31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4705312,,United States of America,,,,,Brent,Taylor,Brent,Taylor,Brent Taylor,,,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Tennessee,State Senate District 31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4705331,,United States of America,,,,,London,Lamar,London,Lamar,London Lamar,,,SenatorLamar,1221925586957996033,VoteLondonLamar,2483044500,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Tennessee,State Senate District 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4705332,,United States of America,,,,,Frederick,Tappan,Frederick,Tappan,Frederick Tappan,,,,,FrederickTappan,300909554,2,tappanforsenate,1501636996833456140,2,,,,,,,,,,,,,State Senate,2,United States of America,Tennessee,State Senate District 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
470411,,United States of America,,,,,John,Crawford,John,Crawford,John Crawford,,,johncrawford1,247814452,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
470421,,United States of America,,,,,Bud,Hulsey,Bud,Hulsey,Bud Hulsey,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
470431,,United States of America,,,,,Scotty,Campbell,Scotty,Campbell,Scotty Campbell,,,,,ScottyIsOn,85145588,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
470441,,United States of America,,,,,John,Holsclaw Jr. ,John,Holsclaw Jr. ,John Holsclaw Jr. ,,,HolsclawRep,910684189812559874,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
470451,,United States of America,,,,,David,Hawk,David,Hawk,David Hawk,,,,,DavidHawkForTN,1256271396554096640,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
470461,,United States of America,,,,,Tim,Hicks,Tim,Hicks,Tim Hicks,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
470471,,United States of America,,,,,Rebecca,Alexander,Rebecca,Alexander,Rebecca Alexander,,,,,RepAlexander7 ,1408093026262601730,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
470481,,United States of America,,,,,Dylan,Kelley,Dylan,Kelley,Dylan Kelley,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
470482,,United States of America,,,,,Jerome,Moon,Jerome,Moon,Jerome Moon,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
470491,,United States of America,,,,,Gary,Hicks,Gary,Hicks,Gary Hicks,,,garyhicksjr,113473307,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704101,,United States of America,,,,,Rick,Eldridge,Rick,Eldridge,Rick Eldridge,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704111,,United States of America,,,,,Jeremy,Faison,Jeremy,Faison,Jeremy Faison,,,,,JeremyFaison4TN,27082020,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704121,,United States of America,,,,,Dale,Carr,Dale,Carr,Dale Carr,,,DaleCarrTN,1279418300808728577,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704131,,United States of America,,,,,Jeff,Crum,Jeff,Crum,Jeff Crum,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704132,,United States of America,,,,,Robert,Stevens,Robert,Stevens,Robert Stevens,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704141,,United States of America,,,,,Amanda,Collins,Amanda,Collins,Amanda Collins,,,amcotn,1052478077211693056,amandafortn,1532400611215429633,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704142,,United States of America,,,,,Jason,Zachary,Jason,Zachary,Jason Zachary,,,JasonZacharyTN,224753246,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704151,,United States of America,,,,,Sam,McKenzie,Sam,McKenzie,Sam McKenzie,,,RepMcKenzie,1383078822766075905,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704152,,United States of America,,,,,Pete,Drew,Pete,Drew,Pete Drew,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704161,,United States of America,,,,,Michele,Carringer,Michele,Carringer,Michele Carringer,,,MicheleCares2,905073680744685568,ElectCarringer,1921058460,2,carringer4kcc,1668469526,2,electmcarringer,2290246868,2,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704171,,United States of America,,,,,Andrew,Farmer,Andrew,Farmer,Andrew Farmer,,,RepAndrewFarmer,936785413,Farmer4StateRep,561365370,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704181,,United States of America,,,,,Gregory,Kaplan,Gregory,Kaplan,Gregory Kaplan,,,,,electkaplan,1517865888938172416,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704182,,United States of America,,,,,Elaine,Davis,Elaine,Davis,Elaine Davis,,,ElaineDavis,49861789,ElaineElect,1248678571838771200,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704191,,United States of America,,,,,Zeke,Streetman,Zeke,Streetman,Zeke Streetman,,,RobotZekeStreet,776623682647097344,StreetmanZeke,1536060413296640000,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704192,,United States of America,,,,,Dave,Wright,Dave,Wright,Dave Wright,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704201,,United States of America,,,,,Bryan,Richey,Bryan,Richey,Bryan Richey,,,,,BryanRichey20,3920650034,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704211,,United States of America,,,,,Lowell,Russell,Lowell,Russell,Lowell Russell,,,lowellrussell21,922269119059234816,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704221,,United States of America,,,,,Dan,Howell,Dan,Howell,Dan Howell,,,DanHowell10,77281675,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704231,,United States of America,,,,,Mark,Cochran,Mark,Cochran,Mark Cochran,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704241,,United States of America,,,,,Kevin,Raper,Kevin,Raper,Kevin Raper,,,kevinisavol,451086219,RaperforTNHouse,1528486632281845760,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704251,,United States of America,,,,,Anne,Quillen,Anne,Quillen,Anne Quillen,,,,,Quillen4House,987708498493526016,2,afquillen,259679560,2,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704252,,United States of America,,,,,Cameron,Sexton,Cameron,Sexton,Cameron Sexton,,,CSexton25,302209556,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704261,,United States of America,,,,,Allison,Gorman,Allison,Gorman,Allison Gorman,,,,,AllisonGormanTN,1558123755116892160,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704262,,United States of America,,,,,Greg,Martin,Greg,Martin,Greg Martin,,,tnvolgregmartin,321698675,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704271,,United States of America,,,,,Patsy,Hazlewood,Patsy,Hazlewood,Patsy Hazlewood,,,RepHazlewoodTN,1371829717440020480,PatsyHazlewood,2546034644,2,ElectPatsy,2460337214,2,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704281,,United States of America,,,,,Yusuf,Hakeem,Yusuf,Hakeem,Yusuf Hakeem,,,,,HakeemForHouse,753315833724665856,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704291,,United States of America,,,,,Greg,Vital,Greg,Vital,Greg Vital,,,,,GregVitalTN,1403783234052317197,2,VoteGregVital,522405791,2,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704301,,United States of America,,,,,Esther,Helton,Esther,Helton,Esther Helton,,,esther_helton,1229166164800155650,estherhelton5,1066778345365491718,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704311,,United States of America,,,,,David L.,Brown,David L.,Brown,David Brown,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704312,,United States of America,,,,,Ron,Travis,Ron,Travis,Ron Travis,,,,,RonTravis31,713538869,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704321,,United States of America,,,,,Jan,Hahn,Jan,Hahn,Jan Hahn,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704322,,United States of America,,,,,Monty,Fritts,Monty,Fritts,Monty Fritts,,,,,MontyFrittsTN32,1517228016539209731,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704331,,United States of America,,,,,Jim,Dodson,Jim,Dodson,Jim Dodson,,,jdodsonart,3059534333,dodsonfortnrep,1499962793868541953,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704332,,United States of America,,,,,John,Ragan,John,Ragan,John Ragan,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704341,,United States of America,,,,,Laura,Bohling,Laura,Bohling,Laura Bohling,,,,,LauraBaMom,69311408,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704342,,United States of America,,,,,Tim,Rudd,Tim,Rudd,Tim Rudd,,,,,TimRudd34,711246632164204544,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704351,,United States of America,,,,,William,Slater,William,Slater,William Slater,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704361,,United States of America,,,,,Dennis,Powers,Dennis,Powers,Dennis Powers,,,DennisHPowers,48136841,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704371,,United States of America,,,,,Bill,Levine,Bill,Levine,Bill Levine,,,dellacrusca,727216625984794624,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704372,,United States of America,,,,,Charlie,Baum,Charlie,Baum,Charlie Baum,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704381,,United States of America,,,,,Kelly,Keisling,Kelly,Keisling,Kelly Keisling,,,,,KellyKeislingTN,1039360216356270080,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704391,,United States of America,,,,,Bruce,Manuel,Bruce,Manuel,Bruce Manuel,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704392,,United States of America,,,,,Iris,Rudder,Iris,Rudder,Iris Rudder,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704401,,United States of America,,,,,Tom,Cook,Tom,Cook,Tom Cook,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704402,,United States of America,,,,,Michael,Hale,Michael,Hale,Michael Hale,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
